subject,imtype,region,category,sequence,signal_change
R4090,global,opa_right_100,house,diff,1.015
R4090,global,ppa_24_bilat,face,same,-0.05216
R4090,global,ppa_24_bilat,face,diff,0.02988
R4090,global,ppa_24_bilat,house,same,0.01417
R4090,global,ppa_24_bilat,house,diff,0.1638
R4090,global,ppa_24_left,face,same,-0.02016
R4090,global,ppa_24_left,face,diff,0.09923
R4090,global,ppa_24_left,house,same,0.07197
R4090,global,ppa_24_left,house,diff,0.2112
R4090,global,ppa_24_right,face,same,-0.0836
R4090,global,ppa_24_right,face,diff,-0.03825
R4090,global,ppa_24_right,house,same,-0.0426
R4090,global,ppa_24_right,house,diff,0.1172
R4090,global,ppa_31_bilat,face,same,-0.06018
R4090,global,ppa_31_bilat,face,diff,0.01205
R4090,global,ppa_31_bilat,house,same,-0.002106
R4090,global,ppa_31_bilat,house,diff,0.1423
R4090,global,ppa_31_left,face,same,-0.07195
R4090,global,ppa_31_left,face,diff,0.04285
R4090,global,ppa_31_left,house,same,0.007541
R4090,global,ppa_31_left,house,diff,0.1456
R4090,global,ppa_31_right,face,same,-0.04922
R4090,global,ppa_31_right,face,diff,-0.01665
R4090,global,ppa_31_right,house,same,-0.0111
R4090,global,ppa_31_right,house,diff,0.1392
R4090,global,ppa_38_bilat,face,same,-0.05302
R4090,global,ppa_38_bilat,face,diff,0.01271
R4090,global,ppa_38_bilat,house,same,0.001827
R4090,global,ppa_38_bilat,house,diff,0.1524
R4090,global,ppa_38_left,face,same,-0.07628
R4090,global,ppa_38_left,face,diff,0.03067
R4090,global,ppa_38_left,house,same,-0.002637
R4090,global,ppa_38_left,house,diff,0.137
R4090,global,ppa_38_right,face,same,-0.03169
R4090,global,ppa_38_right,face,diff,-0.003762
R4090,global,ppa_38_right,house,same,0.005921
R4090,global,ppa_38_right,house,diff,0.1665
R4090,global,ppa_left_100,face,same,0.1194
R4090,global,ppa_left_100,face,diff,0.1627
R4090,global,ppa_left_100,house,same,0.219
R4090,global,ppa_left_100,house,diff,0.4437
R4090,global,ppa_left_150,face,same,0.1915
R4090,global,ppa_left_150,face,diff,0.234
R4090,global,ppa_left_150,house,same,0.2939
R4090,global,ppa_left_150,house,diff,0.5224
R4090,global,ppa_left_23,face,same,0.3065
R4090,global,ppa_left_23,face,diff,0.3756
R4090,global,ppa_left_23,house,same,0.4313
R4090,global,ppa_left_23,house,diff,0.6785
R4090,global,ppa_left_31,face,same,0.3145
R4090,global,ppa_left_31,face,diff,0.3772
R4090,global,ppa_left_31,house,same,0.4462
R4090,global,ppa_left_31,house,diff,0.7016
R4090,global,ppa_left_50,face,same,-0.0158
R4090,global,ppa_left_50,face,diff,0.02699
R4090,global,ppa_left_50,house,same,0.05511
R4090,global,ppa_left_50,house,diff,0.2651
R4090,global,ppa_right_100,face,same,0.2942
R4090,global,ppa_right_100,face,diff,0.3106
R4090,global,ppa_right_100,house,same,0.3562
R4090,global,ppa_right_100,house,diff,0.4754
R4090,global,ppa_right_150,face,same,0.2315
R4090,global,ppa_right_150,face,diff,0.2445
R4090,global,ppa_right_150,house,same,0.2815
R4090,global,ppa_right_150,house,diff,0.4054
R4090,global,ppa_right_23,face,same,0.1962
R4090,global,ppa_right_23,face,diff,0.2283
R4090,global,ppa_right_23,house,same,0.2624
R4090,global,ppa_right_23,house,diff,0.4194
R4090,global,ppa_right_31,face,same,0.2214
R4090,global,ppa_right_31,face,diff,0.2448
R4090,global,ppa_right_31,house,same,0.2844
R4090,global,ppa_right_31,house,diff,0.4258
R4090,global,ppa_right_50,face,same,0.4615
R4090,global,ppa_right_50,face,diff,0.4911
R4090,global,ppa_right_50,house,same,0.5847
R4090,global,ppa_right_50,house,diff,0.691
R4090,global,psts_24_bilat,face,same,0.3895
R4090,global,psts_24_bilat,face,diff,0.3564
R4090,global,psts_24_bilat,house,same,0.2717
R4090,global,psts_24_bilat,house,diff,0.3918
R4090,global,rsc_24_bilat,face,same,-0.1794
R4090,global,rsc_24_bilat,face,diff,-0.01772
R4090,global,rsc_24_bilat,house,same,-0.3995
R4090,global,rsc_24_bilat,house,diff,-0.1768
R4090,global,ventral_stream,face,same,0.4756
R4090,global,ventral_stream,face,diff,0.5254
R4090,global,ventral_stream,house,same,0.5553
R4090,global,ventral_stream,house,diff,0.7531
R4090,global,ventral_stream_sub_V1V4,face,same,0.1908
R4090,global,ventral_stream_sub_V1V4,face,diff,0.2508
R4090,global,ventral_stream_sub_V1V4,house,same,0.2504
R4090,global,ventral_stream_sub_V1V4,house,diff,0.4504
R4090,local,IPS0,face,same,0.09617
R4090,local,IPS0,face,diff,0.4235
R4090,local,IPS0,house,same,0.3236
R4090,local,IPS0,house,diff,0.0213
R4090,local,IPS1,face,same,0.06996
R4090,local,IPS1,face,diff,0.2966
R4090,local,IPS1,house,same,0.1502
R4090,local,IPS1,house,diff,-0.03259
R4090,local,IPS2,face,same,-0.2039
R4090,local,IPS2,face,diff,-0.03526
R4090,local,IPS2,house,same,-0.2616
R4090,local,IPS2,house,diff,-0.4368
R4090,local,IPS3,face,same,-0.2433
R4090,local,IPS3,face,diff,-0.2358
R4090,local,IPS3,house,same,-0.4469
R4090,local,IPS3,house,diff,-0.4166
R4090,local,IPS4,face,same,-0.16
R4090,local,IPS4,face,diff,-0.1854
R4090,local,IPS4,house,same,-0.3916
R4090,local,IPS4,house,diff,-0.2714
R4090,local,IPS5,face,same,-0.1288
R4090,local,IPS5,face,diff,-0.1953
R4090,local,IPS5,house,same,-0.3479
R4090,local,IPS5,house,diff,-0.2329
R4090,local,LO1,face,same,1.144
R4090,local,LO1,face,diff,1.653
R4090,local,LO1,house,same,1.613
R4090,local,LO1,house,diff,1.588
R4090,local,LO2,face,same,0.1351
R4090,local,LO2,face,diff,0.5054
R4090,local,LO2,house,same,0.4553
R4090,local,LO2,house,diff,0.2783
R4090,local,MST,face,same,0.03214
R4090,local,MST,face,diff,0.1226
R4090,local,MST,house,same,0.06332
R4090,local,MST,house,diff,0.07687
R4090,local,PHC1,face,same,-0.03526
R4090,local,PHC1,face,diff,0.1943
R4090,local,PHC1,house,same,0.09377
R4090,local,PHC1,house,diff,-0.05565
R4090,local,PHC2,face,same,-0.1068
R4090,local,PHC2,face,diff,0.04211
R4090,local,PHC2,house,same,-0.05943
R4090,local,PHC2,house,diff,-0.1191
R4090,local,SPL1,face,same,-0.3802
R4090,local,SPL1,face,diff,-0.4197
R4090,local,SPL1,house,same,-0.5572
R4090,local,SPL1,house,diff,-0.6271
R4090,local,V1,face,same,2.608
R4090,local,V1,face,diff,3.089
R4090,local,V1,house,same,3.031
R4090,local,V1,house,diff,2.968
R4090,local,V1-V3,face,same,2.556
R4090,local,V1-V3,face,diff,3.095
R4090,local,V1-V3,house,same,3.041
R4090,local,V1-V3,house,diff,3.017
R4090,local,V1-V4,face,same,2.5
R4090,local,V1-V4,face,diff,3.037
R4090,local,V1-V4,house,same,2.975
R4090,local,V1-V4,house,diff,2.954
R4090,local,V1d,face,same,2.571
R4090,local,V1d,face,diff,3.04
R4090,local,V1d,house,same,2.997
R4090,local,V1d,house,diff,3.04
R4090,local,V1v,face,same,2.486
R4090,local,V1v,face,diff,2.963
R4090,local,V1v,house,same,2.897
R4090,local,V1v,house,diff,2.737
R4090,local,V2,face,same,2.08
R4090,local,V2,face,diff,2.598
R4090,local,V2,house,same,2.523
R4090,local,V2,house,diff,2.42
R4090,local,V2d,face,same,2.09
R4090,local,V2d,face,diff,2.642
R4090,local,V2d,house,same,2.621
R4090,local,V2d,house,diff,2.635
R4090,local,V2v,face,same,2.069
R4090,local,V2v,face,diff,2.554
R4090,local,V2v,house,same,2.426
R4090,local,V2v,house,diff,2.209
R4090,local,V3,face,same,1.898
R4090,local,V3,face,diff,2.476
R4090,local,V3,house,same,2.42
R4090,local,V3,house,diff,2.414
R4090,local,V3a,face,same,0.01476
R4090,local,V3a,face,diff,0.4413
R4090,local,V3a,house,same,0.3076
R4090,local,V3a,house,diff,0.04517
R4090,local,V3b,face,same,0.5675
R4090,local,V3b,face,diff,1.084
R4090,local,V3b,house,same,1.129
R4090,local,V3b,house,diff,0.8963
R4090,local,V3d,face,same,2.226
R4090,local,V3d,face,diff,2.912
R4090,local,V3d,house,same,2.952
R4090,local,V3d,house,diff,2.996
R4090,local,V3v,face,same,1.529
R4090,local,V3v,face,diff,1.986
R4090,local,V3v,house,same,1.821
R4090,local,V3v,house,diff,1.758
R4090,local,VO1,face,same,0.7679
R4090,local,VO1,face,diff,1.177
R4090,local,VO1,house,same,1.087
R4090,local,VO1,house,diff,1.085
R4090,local,VO2,face,same,0.2846
R4090,local,VO2,face,diff,0.6037
R4090,local,VO2,house,same,0.4666
R4090,local,VO2,house,diff,0.3715
R4090,local,all_regions,face,same,1.564
R4090,local,all_regions,face,diff,2.019
R4090,local,all_regions,house,same,1.941
R4090,local,all_regions,house,diff,1.862
R4090,local,ffa_24_bilat,face,same,0.2724
R4090,local,ffa_24_bilat,face,diff,0.4282
R4090,local,ffa_24_bilat,house,same,0.3077
R4090,local,ffa_24_bilat,house,diff,0.1572
R4090,local,ffa_24_left,face,same,0.1473
R4090,local,ffa_24_left,face,diff,0.2739
R4090,local,ffa_24_left,house,same,0.1516
R4090,local,ffa_24_left,house,diff,0.04352
R4090,local,ffa_24_right,face,same,0.3925
R4090,local,ffa_24_right,face,diff,0.5765
R4090,local,ffa_24_right,house,same,0.4578
R4090,local,ffa_24_right,house,diff,0.2664
R4090,local,ffa_31_bilat,face,same,0.3023
R4090,local,ffa_31_bilat,face,diff,0.4491
R4090,local,ffa_31_bilat,house,same,0.3139
R4090,local,ffa_31_bilat,house,diff,0.1839
R4090,local,ffa_31_left,face,same,0.185
R4090,local,ffa_31_left,face,diff,0.3003
R4090,local,ffa_31_left,house,same,0.1785
R4090,local,ffa_31_left,house,diff,0.09497
R4090,local,ffa_31_right,face,same,0.4024
R4090,local,ffa_31_right,face,diff,0.5761
R4090,local,ffa_31_right,house,same,0.4296
R4090,local,ffa_31_right,house,diff,0.2597
R4090,local,ffa_38_bilat,face,same,0.3637
R4090,local,ffa_38_bilat,face,diff,0.5333
R4090,local,ffa_38_bilat,house,same,0.343
R4090,local,ffa_38_bilat,house,diff,0.1928
R4090,local,ffa_38_left,face,same,0.2868
R4090,local,ffa_38_left,face,diff,0.174
R4090,local,ffa_38_left,house,same,0.3883
R4090,local,ffa_38_left,house,diff,0.1367
R4090,local,ffa_38_right,face,same,0.3647
R4090,local,ffa_38_right,face,diff,0.538
R4090,local,ffa_38_right,house,same,0.3424
R4090,local,ffa_38_right,house,diff,0.1935
R4090,local,ffa_left_100,face,same,0.5355
R4090,local,ffa_left_100,face,diff,0.7933
R4090,local,ffa_left_100,house,same,0.4894
R4090,local,ffa_left_100,house,diff,0.5191
R4090,local,ffa_left_150,face,same,0.5355
R4090,local,ffa_left_150,face,diff,0.7933
R4090,local,ffa_left_150,house,same,0.4894
R4090,local,ffa_left_150,house,diff,0.5191
R4090,local,ffa_left_23,face,same,0.5355
R4090,local,ffa_left_23,face,diff,0.7933
R4090,local,ffa_left_23,house,same,0.4894
R4090,local,ffa_left_23,house,diff,0.5191
R4090,local,ffa_left_31,face,same,0.5494
R4090,local,ffa_left_31,face,diff,0.8248
R4090,local,ffa_left_31,house,same,0.4974
R4090,local,ffa_left_31,house,diff,0.5266
R4090,local,ffa_left_50,face,same,0.5355
R4090,local,ffa_left_50,face,diff,0.7933
R4090,local,ffa_left_50,house,same,0.4894
R4090,local,ffa_left_50,house,diff,0.5191
R4090,local,ffa_right_100,face,same,0.2734
R4090,local,ffa_right_100,face,diff,0.4227
R4090,local,ffa_right_100,house,same,0.2172
R4090,local,ffa_right_100,house,diff,0.1415
R4090,local,ffa_right_150,face,same,0.2734
R4090,local,ffa_right_150,face,diff,0.4227
R4090,local,ffa_right_150,house,same,0.2172
R4090,local,ffa_right_150,house,diff,0.1415
R4090,local,ffa_right_23,face,same,0.2734
R4090,local,ffa_right_23,face,diff,0.4227
R4090,local,ffa_right_23,house,same,0.2172
R4090,local,ffa_right_23,house,diff,0.1415
R4090,local,ffa_right_31,face,same,0.2672
R4090,local,ffa_right_31,face,diff,0.341
R4090,local,ffa_right_31,house,same,0.1311
R4090,local,ffa_right_31,house,diff,0.1089
R4090,local,ffa_right_50,face,same,0.269
R4090,local,ffa_right_50,face,diff,0.4098
R4090,local,ffa_right_50,house,same,0.1953
R4090,local,ffa_right_50,house,diff,0.1289
R4090,local,hMT,face,same,-0.4181
R4090,local,hMT,face,diff,-0.1158
R4090,local,hMT,house,same,-0.2204
R4090,local,hMT,house,diff,-0.5092
R4090,local,hV4,face,same,1.596
R4090,local,hV4,face,diff,2.077
R4090,local,hV4,house,same,1.897
R4090,local,hV4,house,diff,1.88
R4090,local,ofa_24_bilat,face,same,0.2291
R4090,local,ofa_24_bilat,face,diff,0.3508
R4090,local,ofa_24_bilat,house,same,0.2299
R4090,local,ofa_24_bilat,house,diff,0.14
R4090,local,ofa_right_100,face,same,0.232
R4090,local,ofa_right_100,face,diff,0.06475
R4090,local,ofa_right_100,house,same,0.06199
R4090,local,ofa_right_100,house,diff,0.002131
R4090,local,opa_24_bilat,face,same,1.415
R4090,local,opa_24_bilat,face,diff,1.821
R4090,local,opa_24_bilat,house,same,1.807
R4090,local,opa_24_bilat,house,diff,1.749
R4090,local,opa_left_100,face,same,1.017
R4090,local,opa_left_100,face,diff,1.348
R4090,local,opa_left_100,house,same,1.149
R4090,local,opa_left_100,house,diff,1.257
R4090,local,opa_right_100,face,same,1.53
R4090,local,opa_right_100,face,diff,2.034
R4090,local,opa_right_100,house,same,1.972
R4090,local,opa_right_100,house,diff,1.969
R4090,local,ppa_24_bilat,face,same,0.158
R4090,local,ppa_24_bilat,face,diff,0.354
R4090,local,ppa_24_bilat,house,same,0.2861
R4090,local,ppa_24_bilat,house,diff,0.1581
R4090,local,ppa_24_left,face,same,0.2001
R4090,local,ppa_24_left,face,diff,0.389
R4090,local,ppa_24_left,house,same,0.3204
R4090,local,ppa_24_left,house,diff,0.2099
R4090,local,ppa_24_right,face,same,0.1177
R4090,local,ppa_24_right,face,diff,0.3206
R4090,local,ppa_24_right,house,same,0.2532
R4090,local,ppa_24_right,house,diff,0.1087
R4090,local,ppa_31_bilat,face,same,0.1291
R4090,local,ppa_31_bilat,face,diff,0.3127
R4090,local,ppa_31_bilat,house,same,0.2653
R4090,local,ppa_31_bilat,house,diff,0.1485
R4090,local,ppa_31_left,face,same,0.134
R4090,local,ppa_31_left,face,diff,0.3143
R4090,local,ppa_31_left,house,same,0.2694
R4090,local,ppa_31_left,house,diff,0.1491
R4090,local,ppa_31_right,face,same,0.1246
R4090,local,ppa_31_right,face,diff,0.3113
R4090,local,ppa_31_right,house,same,0.2616
R4090,local,ppa_31_right,house,diff,0.1479
R4090,local,ppa_38_bilat,face,same,0.1287
R4090,local,ppa_38_bilat,face,diff,0.32
R4090,local,ppa_38_bilat,house,same,0.2856
R4090,local,ppa_38_bilat,house,diff,0.161
R4090,local,ppa_38_left,face,same,0.1236
R4090,local,ppa_38_left,face,diff,0.3155
R4090,local,ppa_38_left,house,same,0.2823
R4090,local,ppa_38_left,house,diff,0.1552
R4090,local,ppa_38_right,face,same,0.1332
R4090,local,ppa_38_right,face,diff,0.324
R4090,local,ppa_38_right,house,same,0.2884
R4090,local,ppa_38_right,house,diff,0.166
R4090,local,ppa_left_100,face,same,0.6716
R4090,local,ppa_left_100,face,diff,1.086
R4090,local,ppa_left_100,house,same,0.9127
R4090,local,ppa_left_100,house,diff,0.8271
R4090,local,ppa_left_150,face,same,0.7413
R4090,local,ppa_left_150,face,diff,1.161
R4090,local,ppa_left_150,house,same,0.9838
R4090,local,ppa_left_150,house,diff,0.9088
R4090,local,ppa_left_23,face,same,0.823
R4090,local,ppa_left_23,face,diff,1.231
R4090,local,ppa_left_23,house,same,1.047
R4090,local,ppa_left_23,house,diff,0.9691
R4090,local,ppa_left_31,face,same,0.8864
R4090,local,ppa_left_31,face,diff,1.33
R4090,local,ppa_left_31,house,same,1.138
R4090,local,ppa_left_31,house,diff,1.06
R4090,local,ppa_left_50,face,same,0.4818
R4090,local,ppa_left_50,face,diff,0.8857
R4090,local,ppa_left_50,house,same,0.7197
R4090,local,ppa_left_50,house,diff,0.6043
R4090,local,ppa_right_100,face,same,0.6186
R4090,local,ppa_right_100,face,diff,0.9133
R4090,local,ppa_right_100,house,same,0.9429
R4090,local,ppa_right_100,house,diff,0.9356
R4090,local,ppa_right_150,face,same,0.5185
R4090,local,ppa_right_150,face,diff,0.7878
R4090,local,ppa_right_150,house,same,0.7964
R4090,local,ppa_right_150,house,diff,0.7805
R4090,local,ppa_right_23,face,same,0.4647
R4090,local,ppa_right_23,face,diff,0.7322
R4090,local,ppa_right_23,house,same,0.6947
R4090,local,ppa_right_23,house,diff,0.6358
R4090,local,ppa_right_31,face,same,0.5096
R4090,local,ppa_right_31,face,diff,0.7821
R4090,local,ppa_right_31,house,same,0.7674
R4090,local,ppa_right_31,house,diff,0.7343
R4090,local,ppa_right_50,face,same,0.8923
R4090,local,ppa_right_50,face,diff,1.272
R4090,local,ppa_right_50,house,same,1.35
R4090,local,ppa_right_50,house,diff,1.406
R4090,local,psts_24_bilat,face,same,-0.004599
R4090,local,psts_24_bilat,face,diff,0.1932
R4090,local,psts_24_bilat,house,same,0.1551
R4090,local,psts_24_bilat,house,diff,-0.03626
R4090,local,rsc_24_bilat,face,same,-0.2842
R4090,local,rsc_24_bilat,face,diff,-0.2652
R4090,local,rsc_24_bilat,house,same,-0.2136
R4090,local,rsc_24_bilat,house,diff,-0.3923
R4090,local,ventral_stream,face,same,0.7007
R4090,local,ventral_stream,face,diff,1.013
R4090,local,ventral_stream,house,same,0.9021
R4090,local,ventral_stream,house,diff,0.7222
R4090,local,ventral_stream_sub_V1V4,face,same,0.4279
R4090,local,ventral_stream_sub_V1V4,face,diff,0.701
R4090,local,ventral_stream_sub_V1V4,house,same,0.6017
R4090,local,ventral_stream_sub_V1V4,house,diff,0.4117
R4090,intact,IPS0,face,same,0.1549
R4090,intact,IPS0,face,diff,0.189
R4090,intact,IPS0,house,same,-0.04597
R4090,intact,IPS0,house,diff,0.02513
R4090,intact,IPS1,face,same,0.1298
R4090,intact,IPS1,face,diff,0.1002
R4090,intact,IPS1,house,same,-0.099
R4090,intact,IPS1,house,diff,-0.1603
R4090,intact,IPS2,face,same,-0.1767
R4090,intact,IPS2,face,diff,-0.2391
R4090,intact,IPS2,house,same,-0.5055
R4090,intact,IPS2,house,diff,-0.6235
R4090,intact,IPS3,face,same,-0.2559
R4090,intact,IPS3,face,diff,-0.4621
R4090,intact,IPS3,house,same,-0.5489
R4090,intact,IPS3,house,diff,-0.6922
R4090,intact,IPS4,face,same,-0.2033
R4090,intact,IPS4,face,diff,-0.4194
R4090,intact,IPS4,house,same,-0.4635
R4090,intact,IPS4,house,diff,-0.5867
R4090,intact,IPS5,face,same,-0.2002
R4090,intact,IPS5,face,diff,-0.422
R4090,intact,IPS5,house,same,-0.5207
R4090,intact,IPS5,house,diff,-0.5895
R4090,intact,LO1,face,same,0.9798
R4090,intact,LO1,face,diff,0.9728
R4090,intact,LO1,house,same,1.464
R4090,intact,LO1,house,diff,1.996
R4090,intact,LO2,face,same,0.2388
R4090,intact,LO2,face,diff,0.1333
R4090,intact,LO2,house,same,0.3138
R4090,intact,LO2,house,diff,0.5669
R4090,intact,MST,face,same,-0.04862
R4090,intact,MST,face,diff,0.01593
R4090,intact,MST,house,same,-0.02524
R4090,intact,MST,house,diff,-0.1078
R4090,intact,PHC1,face,same,-0.04607
R4090,intact,PHC1,face,diff,-0.07662
R4090,intact,PHC1,house,same,0.002364
R4090,intact,PHC1,house,diff,0.238
R4090,intact,PHC2,face,same,-0.1001
R4090,intact,PHC2,face,diff,-0.0912
R4090,intact,PHC2,house,same,0.01294
R4090,intact,PHC2,house,diff,0.1506
R4090,intact,SPL1,face,same,-0.3766
R4090,intact,SPL1,face,diff,-0.5502
R4090,intact,SPL1,house,same,-0.6244
R4090,intact,SPL1,house,diff,-0.7229
R4090,intact,V1,face,same,2.029
R4090,intact,V1,face,diff,2.037
R4090,intact,V1,house,same,1.911
R4090,intact,V1,house,diff,2.299
R4090,intact,V1-V3,face,same,1.934
R4090,intact,V1-V3,face,diff,1.939
R4090,intact,V1-V3,house,same,1.996
R4090,intact,V1-V3,house,diff,2.509
R4090,intact,V1-V4,face,same,1.911
R4090,intact,V1-V4,face,diff,1.922
R4090,intact,V1-V4,house,same,1.99
R4090,intact,V1-V4,house,diff,2.496
R4090,intact,V1d,face,same,2.088
R4090,intact,V1d,face,diff,2.095
R4090,intact,V1d,house,same,1.939
R4090,intact,V1d,house,diff,2.337
R4090,intact,V1v,face,same,1.882
R4090,intact,V1v,face,diff,1.893
R4090,intact,V1v,house,same,1.81
R4090,intact,V1v,house,diff,2.157
R4090,intact,V2,face,same,1.533
R4090,intact,V2,face,diff,1.524
R4090,intact,V2,house,same,1.527
R4090,intact,V2,house,diff,1.987
R4090,intact,V2d,face,same,1.394
R4090,intact,V2d,face,diff,1.375
R4090,intact,V2d,house,same,1.473
R4090,intact,V2d,house,diff,2.023
R4090,intact,V2v,face,same,1.667
R4090,intact,V2v,face,diff,1.669
R4090,intact,V2v,house,same,1.58
R4090,intact,V2v,house,diff,1.951
R4090,intact,V3,face,same,1.49
R4090,intact,V3,face,diff,1.5
R4090,intact,V3,house,same,1.764
R4090,intact,V3,house,diff,2.342
R4090,intact,V3a,face,same,-0.04837
R4090,intact,V3a,face,diff,-0.06825
R4090,intact,V3a,house,same,-0.1429
R4090,intact,V3a,house,diff,0.2186
R4090,intact,V3b,face,same,0.5901
R4090,intact,V3b,face,diff,0.5477
R4090,intact,V3b,house,same,0.6873
R4090,intact,V3b,house,diff,1.181
R4090,intact,V3d,face,same,1.709
R4090,intact,V3d,face,diff,1.709
R4090,intact,V3d,house,same,2.088
R4090,intact,V3d,house,diff,2.846
R4090,intact,V3v,face,same,1.244
R4090,intact,V3v,face,diff,1.265
R4090,intact,V3v,house,same,1.4
R4090,intact,V3v,house,diff,1.776
R4090,intact,VO1,face,same,0.5738
R4090,intact,VO1,face,diff,0.5883
R4090,intact,VO1,house,same,0.9303
R4090,intact,VO1,house,diff,1.387
R4090,intact,VO2,face,same,0.1634
R4090,intact,VO2,face,diff,0.1458
R4090,intact,VO2,house,same,0.2812
R4090,intact,VO2,house,diff,0.669
R4090,intact,all_regions,face,same,1.208
R4090,intact,all_regions,face,diff,1.205
R4090,intact,all_regions,house,same,1.265
R4090,intact,all_regions,house,diff,1.667
R4090,intact,ffa_24_bilat,face,same,0.6274
R4090,intact,ffa_24_bilat,face,diff,0.658
R4090,intact,ffa_24_bilat,house,same,0.3535
R4090,intact,ffa_24_bilat,house,diff,0.393
R4090,intact,ffa_24_left,face,same,0.2917
R4090,intact,ffa_24_left,face,diff,0.4214
R4090,intact,ffa_24_left,house,same,0.2518
R4090,intact,ffa_24_left,house,diff,0.1775
R4090,intact,ffa_24_right,face,same,0.9439
