subject,imtype,region,category,sequence,signal_change
R4053,local,ofa_24_bilat,house,same,0.1985
R4053,local,ofa_24_bilat,house,diff,0.2796
R4053,local,opa_24_bilat,face,same,0.9123
R4053,local,opa_24_bilat,face,diff,0.6941
R4053,local,opa_24_bilat,house,same,0.9522
R4053,local,opa_24_bilat,house,diff,1.078
R4053,local,ppa_24_bilat,face,same,0.07138
R4053,local,ppa_24_bilat,face,diff,0.03456
R4053,local,ppa_24_bilat,house,same,0.1992
R4053,local,ppa_24_bilat,house,diff,0.2163
R4053,local,ppa_24_left,face,same,0.1369
R4053,local,ppa_24_left,face,diff,0.09777
R4053,local,ppa_24_left,house,same,0.2725
R4053,local,ppa_24_left,house,diff,0.261
R4053,local,ppa_24_right,face,same,0.008495
R4053,local,ppa_24_right,face,diff,-0.02608
R4053,local,ppa_24_right,house,same,0.1288
R4053,local,ppa_24_right,house,diff,0.1734
R4053,local,ppa_31_bilat,face,same,0.07662
R4053,local,ppa_31_bilat,face,diff,0.04002
R4053,local,ppa_31_bilat,house,same,0.2229
R4053,local,ppa_31_bilat,house,diff,0.2371
R4053,local,ppa_31_left,face,same,0.1408
R4053,local,ppa_31_left,face,diff,0.09764
R4053,local,ppa_31_left,house,same,0.2996
R4053,local,ppa_31_left,house,diff,0.2831
R4053,local,ppa_31_right,face,same,0.01644
R4053,local,ppa_31_right,face,diff,-0.01399
R4053,local,ppa_31_right,house,same,0.1511
R4053,local,ppa_31_right,house,diff,0.194
R4053,local,ppa_38_bilat,face,same,0.1029
R4053,local,ppa_38_bilat,face,diff,0.06577
R4053,local,ppa_38_bilat,house,same,0.2704
R4053,local,ppa_38_bilat,house,diff,0.2906
R4053,local,ppa_38_left,face,same,0.1745
R4053,local,ppa_38_left,face,diff,0.122
R4053,local,ppa_38_left,house,same,0.3699
R4053,local,ppa_38_left,house,diff,0.3513
R4053,local,ppa_38_right,face,same,0.04015
R4053,local,ppa_38_right,face,diff,0.01653
R4053,local,ppa_38_right,house,same,0.1832
R4053,local,ppa_38_right,house,diff,0.2374
R4053,local,ppa_left_100,face,same,0.6967
R4053,local,ppa_left_100,face,diff,0.7016
R4053,local,ppa_left_100,house,same,1.064
R4053,local,ppa_left_100,house,diff,1.005
R4053,local,ppa_left_150,face,same,0.5936
R4053,local,ppa_left_150,face,diff,0.5732
R4053,local,ppa_left_150,house,same,0.9166
R4053,local,ppa_left_150,house,diff,0.8538
R4053,local,ppa_left_23,face,same,0.3607
R4053,local,ppa_left_23,face,diff,0.3259
R4053,local,ppa_left_23,house,same,0.5589
R4053,local,ppa_left_23,house,diff,0.5162
R4053,local,ppa_left_31,face,same,0.4232
R4053,local,ppa_left_31,face,diff,0.3923
R4053,local,ppa_left_31,house,same,0.6523
R4053,local,ppa_left_31,house,diff,0.6073
R4053,local,ppa_left_50,face,same,1.07
R4053,local,ppa_left_50,face,diff,1.095
R4053,local,ppa_left_50,house,same,1.444
R4053,local,ppa_left_50,house,diff,1.412
R4053,local,ppa_right_100,face,same,0.6757
R4053,local,ppa_right_100,face,diff,0.7273
R4053,local,ppa_right_100,house,same,1.079
R4053,local,ppa_right_100,house,diff,1.192
R4053,local,ppa_right_150,face,same,0.6427
R4053,local,ppa_right_150,face,diff,0.7061
R4053,local,ppa_right_150,house,same,1.001
R4053,local,ppa_right_150,house,diff,1.106
R4053,local,ppa_right_23,face,same,0.53
R4053,local,ppa_right_23,face,diff,0.5968
R4053,local,ppa_right_23,house,same,0.7113
R4053,local,ppa_right_23,house,diff,0.7855
R4053,local,ppa_right_31,face,same,0.5933
R4053,local,ppa_right_31,face,diff,0.6611
R4053,local,ppa_right_31,house,same,0.8204
R4053,local,ppa_right_31,house,diff,0.9125
R4053,local,ppa_right_50,face,same,0.6662
R4053,local,ppa_right_50,face,diff,0.6865
R4053,local,ppa_right_50,house,same,1.208
R4053,local,ppa_right_50,house,diff,1.288
R4053,local,psts_24_bilat,face,same,0.1537
R4053,local,psts_24_bilat,face,diff,0.0833
R4053,local,psts_24_bilat,house,same,0.1483
R4053,local,psts_24_bilat,house,diff,0.127
R4053,local,rsc_24_bilat,face,same,0.02902
R4053,local,rsc_24_bilat,face,diff,-0.2405
R4053,local,rsc_24_bilat,house,same,-0.211
R4053,local,rsc_24_bilat,house,diff,0.03919
R4053,local,ventral_stream,face,same,0.3432
R4053,local,ventral_stream,face,diff,0.3707
R4053,local,ventral_stream,house,same,0.3687
R4053,local,ventral_stream,house,diff,0.4667
R4053,local,ventral_stream_sub_V1V4,face,same,0.3012
R4053,local,ventral_stream_sub_V1V4,face,diff,0.3157
R4053,local,ventral_stream_sub_V1V4,house,same,0.2971
R4053,local,ventral_stream_sub_V1V4,house,diff,0.3856
R4053,intact,IPS0,face,same,-0.1691
R4053,intact,IPS0,face,diff,0.1698
R4053,intact,IPS0,house,same,-0.04882
R4053,intact,IPS0,house,diff,0.2256
R4053,intact,IPS1,face,same,-0.09783
R4053,intact,IPS1,face,diff,0.2377
R4053,intact,IPS1,house,same,0.1162
R4053,intact,IPS1,house,diff,0.2286
R4053,intact,IPS2,face,same,-0.2182
R4053,intact,IPS2,face,diff,0.02859
R4053,intact,IPS2,house,same,0.1242
R4053,intact,IPS2,house,diff,0.2054
R4053,intact,IPS3,face,same,-0.1224
R4053,intact,IPS3,face,diff,-0.02726
R4053,intact,IPS3,house,same,-0.06608
R4053,intact,IPS3,house,diff,0.05468
R4053,intact,IPS4,face,same,-0.155
R4053,intact,IPS4,face,diff,-0.05702
R4053,intact,IPS4,house,same,-0.1411
R4053,intact,IPS4,house,diff,-0.02782
R4053,intact,IPS5,face,same,-0.1891
R4053,intact,IPS5,face,diff,-0.0842
R4053,intact,IPS5,house,same,-0.2117
R4053,intact,IPS5,house,diff,-0.04107
R4053,intact,LO1,face,same,-0.971
R4053,intact,LO1,face,diff,-1.074
R4053,intact,LO1,house,same,-0.02292
R4053,intact,LO1,house,diff,0.3816
R4053,intact,LO2,face,same,-1.511
R4053,intact,LO2,face,diff,-1.523
R4053,intact,LO2,house,same,-0.7729
R4053,intact,LO2,house,diff,-0.3723
R4053,intact,MST,face,same,0.1029
R4053,intact,MST,face,diff,0.4381
R4053,intact,MST,house,same,-0.06415
R4053,intact,MST,house,diff,0.1769
R4053,intact,PHC1,face,same,-0.5711
R4053,intact,PHC1,face,diff,-0.6625
R4053,intact,PHC1,house,same,-0.4213
R4053,intact,PHC1,house,diff,-0.3363
R4053,intact,PHC2,face,same,-0.3169
R4053,intact,PHC2,face,diff,-0.3469
R4053,intact,PHC2,house,same,-0.1995
R4053,intact,PHC2,house,diff,-0.2174
R4053,intact,SPL1,face,same,-0.382
R4053,intact,SPL1,face,diff,-0.07697
R4053,intact,SPL1,house,same,-0.1648
R4053,intact,SPL1,house,diff,-0.03409
R4053,intact,V1,face,same,-0.4143
R4053,intact,V1,face,diff,-0.5715
R4053,intact,V1,house,same,-0.3229
R4053,intact,V1,house,diff,-0.1516
R4053,intact,V1-V3,face,same,-0.2727
R4053,intact,V1-V3,face,diff,-0.4861
R4053,intact,V1-V3,house,same,-0.1241
R4053,intact,V1-V3,house,diff,0.05383
R4053,intact,V1-V4,face,same,-0.2492
R4053,intact,V1-V4,face,diff,-0.438
R4053,intact,V1-V4,house,same,-0.09143
R4053,intact,V1-V4,house,diff,0.07799
R4053,intact,V1d,face,same,-0.4777
R4053,intact,V1d,face,diff,-0.7068
R4053,intact,V1d,house,same,-0.3775
R4053,intact,V1d,house,diff,-0.1871
R4053,intact,V1v,face,same,-0.3779
R4053,intact,V1v,face,diff,-0.4623
R4053,intact,V1v,house,same,-0.2901
R4053,intact,V1v,house,diff,-0.1267
R4053,intact,V2,face,same,-0.2105
R4053,intact,V2,face,diff,-0.4086
R4053,intact,V2,house,same,-0.08872
R4053,intact,V2,house,diff,0.05862
R4053,intact,V2d,face,same,-0.5131
R4053,intact,V2d,face,diff,-0.9324
R4053,intact,V2d,house,same,-0.4736
R4053,intact,V2d,house,diff,-0.2101
R4053,intact,V2v,face,same,0.07105
R4053,intact,V2v,face,diff,0.07871
R4053,intact,V2v,house,same,0.2694
R4053,intact,V2v,house,diff,0.3087
R4053,intact,V3,face,same,-0.4666
R4053,intact,V3,face,diff,-0.7591
R4053,intact,V3,house,same,-0.3175
R4053,intact,V3,house,diff,-0.1067
R4053,intact,V3a,face,same,-1.423
R4053,intact,V3a,face,diff,-1.802
R4053,intact,V3a,house,same,-1.482
R4053,intact,V3a,house,diff,-1.155
R4053,intact,V3b,face,same,-0.9153
R4053,intact,V3b,face,diff,-1.421
R4053,intact,V3b,house,same,-0.6794
R4053,intact,V3b,house,diff,-0.4058
R4053,intact,V3d,face,same,-0.8485
R4053,intact,V3d,face,diff,-1.491
R4053,intact,V3d,house,same,-0.7351
R4053,intact,V3d,house,diff,-0.393
R4053,intact,V3v,face,same,-0.03244
R4053,intact,V3v,face,diff,0.0729
R4053,intact,V3v,house,same,0.1574
R4053,intact,V3v,house,diff,0.2188
R4053,intact,VO1,face,same,-0.3734
R4053,intact,VO1,face,diff,-0.3145
R4053,intact,VO1,house,same,-0.1769
R4053,intact,VO1,house,diff,-0.1132
R4053,intact,VO2,face,same,-0.5805
R4053,intact,VO2,face,diff,-0.6336
R4053,intact,VO2,house,same,-0.393
R4053,intact,VO2,house,diff,-0.3033
R4053,intact,all_regions,face,same,-0.4608
R4053,intact,all_regions,face,diff,-0.5917
R4053,intact,all_regions,house,same,-0.2502
R4053,intact,all_regions,house,diff,-0.04908
R4053,intact,ffa_24_bilat,face,same,0.4908
R4053,intact,ffa_24_bilat,face,diff,0.7634
R4053,intact,ffa_24_bilat,house,same,0.4172
R4053,intact,ffa_24_bilat,house,diff,0.5941
R4053,intact,ffa_24_left,face,same,0.4015
R4053,intact,ffa_24_left,face,diff,0.6651
R4053,intact,ffa_24_left,house,same,0.3601
R4053,intact,ffa_24_left,house,diff,0.5646
R4053,intact,ffa_24_right,face,same,0.5911
R4053,intact,ffa_24_right,face,diff,0.8737
R4053,intact,ffa_24_right,house,same,0.4813
R4053,intact,ffa_24_right,house,diff,0.6272
R4053,intact,ffa_31_bilat,face,same,0.4892
R4053,intact,ffa_31_bilat,face,diff,0.6997
R4053,intact,ffa_31_bilat,house,same,0.4016
R4053,intact,ffa_31_bilat,house,diff,0.539
R4053,intact,ffa_31_left,face,same,0.4112
R4053,intact,ffa_31_left,face,diff,0.5949
R4053,intact,ffa_31_left,house,same,0.3492
R4053,intact,ffa_31_left,house,diff,0.504
R4053,intact,ffa_31_right,face,same,0.5637
R4053,intact,ffa_31_right,face,diff,0.7999
R4053,intact,ffa_31_right,house,same,0.4517
R4053,intact,ffa_31_right,house,diff,0.5725
R4053,intact,ffa_38_bilat,face,same,0.5219
R4053,intact,ffa_38_bilat,face,diff,0.765
R4053,intact,ffa_38_bilat,house,same,0.4187
R4053,intact,ffa_38_bilat,house,diff,0.5517
R4053,intact,ffa_38_left,face,same,0.1618
R4053,intact,ffa_38_left,face,diff,0.4123
R4053,intact,ffa_38_left,house,same,-0.1015
R4053,intact,ffa_38_left,house,diff,0.07483
R4053,intact,ffa_38_right,face,same,0.5266
R4053,intact,ffa_38_right,face,diff,0.7697
R4053,intact,ffa_38_right,house,same,0.4255
R4053,intact,ffa_38_right,house,diff,0.558
R4053,intact,ffa_left_100,face,same,1.22
R4053,intact,ffa_left_100,face,diff,1.628
R4053,intact,ffa_left_100,house,same,0.5445
R4053,intact,ffa_left_100,house,diff,0.7804
R4053,intact,ffa_left_150,face,same,1.08
R4053,intact,ffa_left_150,face,diff,1.458
R4053,intact,ffa_left_150,house,same,0.5463
R4053,intact,ffa_left_150,house,diff,0.7729
R4053,intact,ffa_left_23,face,same,0.9971
R4053,intact,ffa_left_23,face,diff,1.387
R4053,intact,ffa_left_23,house,same,0.5536
R4053,intact,ffa_left_23,house,diff,0.7826
R4053,intact,ffa_left_31,face,same,1.138
R4053,intact,ffa_left_31,face,diff,1.536
R4053,intact,ffa_left_31,house,same,0.564
R4053,intact,ffa_left_31,house,diff,0.8026
R4053,intact,ffa_left_50,face,same,1.394
R4053,intact,ffa_left_50,face,diff,1.889
R4053,intact,ffa_left_50,house,same,0.5191
R4053,intact,ffa_left_50,house,diff,0.8217
R4053,intact,ffa_right_100,face,same,1.089
R4053,intact,ffa_right_100,face,diff,1.68
R4053,intact,ffa_right_100,house,same,0.6671
R4053,intact,ffa_right_100,house,diff,0.8523
R4053,intact,ffa_right_150,face,same,1.006
R4053,intact,ffa_right_150,face,diff,1.624
R4053,intact,ffa_right_150,house,same,0.6664
R4053,intact,ffa_right_150,house,diff,0.8734
R4053,intact,ffa_right_23,face,same,0.9115
R4053,intact,ffa_right_23,face,diff,1.571
R4053,intact,ffa_right_23,house,same,0.6527
R4053,intact,ffa_right_23,house,diff,0.91
R4053,intact,ffa_right_31,face,same,0.9815
R4053,intact,ffa_right_31,face,diff,1.614
R4053,intact,ffa_right_31,house,same,0.6554
R4053,intact,ffa_right_31,house,diff,0.8712
R4053,intact,ffa_right_50,face,same,1.151
R4053,intact,ffa_right_50,face,diff,1.658
R4053,intact,ffa_right_50,house,same,0.6571
R4053,intact,ffa_right_50,house,diff,0.8133
R4053,intact,hMT,face,same,-1.264
R4053,intact,hMT,face,diff,-1.143
R4053,intact,hMT,house,same,-0.9503
R4053,intact,hMT,house,diff,-0.6707
R4053,intact,hV4,face,same,0.06366
R4053,intact,hV4,face,diff,0.191
R4053,intact,hV4,house,same,0.362
R4053,intact,hV4,house,diff,0.4236
R4053,intact,ofa_24_bilat,face,same,0.1612
R4053,intact,ofa_24_bilat,face,diff,0.3349
R4053,intact,ofa_24_bilat,house,same,-0.03292
R4053,intact,ofa_24_bilat,house,diff,0.131
R4053,intact,opa_24_bilat,face,same,-0.2919
R4053,intact,opa_24_bilat,face,diff,-0.4344
R4053,intact,opa_24_bilat,house,same,0.1262
R4053,intact,opa_24_bilat,house,diff,0.3043
R4053,intact,ppa_24_bilat,face,same,-0.2538
R4053,intact,ppa_24_bilat,face,diff,-0.257
R4053,intact,ppa_24_bilat,house,same,0.2199
R4053,intact,ppa_24_bilat,house,diff,0.2801
R4053,intact,ppa_24_left,face,same,-0.2068
R4053,intact,ppa_24_left,face,diff,-0.1569
R4053,intact,ppa_24_left,house,same,0.3134
R4053,intact,ppa_24_left,house,diff,0.4089
R4053,intact,ppa_24_right,face,same,-0.2981
R4053,intact,ppa_24_right,face,diff,-0.3515
R4053,intact,ppa_24_right,house,same,0.1318
R4053,intact,ppa_24_right,house,diff,0.1587
R4053,intact,ppa_31_bilat,face,same,-0.2588
R4053,intact,ppa_31_bilat,face,diff,-0.2736
R4053,intact,ppa_31_bilat,house,same,0.2647
R4053,intact,ppa_31_bilat,house,diff,0.3364
R4053,intact,ppa_31_left,face,same,-0.1984
R4053,intact,ppa_31_left,face,diff,-0.1653
R4053,intact,ppa_31_left,house,same,0.3815
R4053,intact,ppa_31_left,house,diff,0.4902
R4053,intact,ppa_31_right,face,same,-0.3161
R4053,intact,ppa_31_right,face,diff,-0.3762
R4053,intact,ppa_31_right,house,same,0.1541
R4053,intact,ppa_31_right,house,diff,0.1906
R4053,intact,ppa_38_bilat,face,same,-0.276
R4053,intact,ppa_38_bilat,face,diff,-0.3027
R4053,intact,ppa_38_bilat,house,same,0.31
R4053,intact,ppa_38_bilat,house,diff,0.4047
R4053,intact,ppa_38_left,face,same,-0.2022
R4053,intact,ppa_38_left,face,diff,-0.1785
R4053,intact,ppa_38_left,house,same,0.4789
R4053,intact,ppa_38_left,house,diff,0.6202
R4053,intact,ppa_38_right,face,same,-0.345
R4053,intact,ppa_38_right,face,diff,-0.4186
R4053,intact,ppa_38_right,house,same,0.1524
R4053,intact,ppa_38_right,house,diff,0.2036
R4053,intact,ppa_left_100,face,same,-0.05051
R4053,intact,ppa_left_100,face,diff,-0.004522
R4053,intact,ppa_left_100,house,same,1.122
R4053,intact,ppa_left_100,house,diff,1.309
R4053,intact,ppa_left_150,face,same,-0.06181
R4053,intact,ppa_left_150,face,diff,-0.0252
R4053,intact,ppa_left_150,house,same,0.9619
R4053,intact,ppa_left_150,house,diff,1.132
R4053,intact,ppa_left_23,face,same,-0.08864
R4053,intact,ppa_left_23,face,diff,-0.04779
R4053,intact,ppa_left_23,house,same,0.5672
R4053,intact,ppa_left_23,house,diff,0.6745
R4053,intact,ppa_left_31,face,same,-0.08467
R4053,intact,ppa_left_31,face,diff,-0.0466
R4053,intact,ppa_left_31,house,same,0.6785
R4053,intact,ppa_left_31,house,diff,0.8051
R4053,intact,ppa_left_50,face,same,0.05525
R4053,intact,ppa_left_50,face,diff,0.1128
R4053,intact,ppa_left_50,house,same,1.56
R4053,intact,ppa_left_50,house,diff,1.717
R4053,intact,ppa_right_100,face,same,-0.1313
R4053,intact,ppa_right_100,face,diff,-0.1073
R4053,intact,ppa_right_100,house,same,1.398
R4053,intact,ppa_right_100,house,diff,1.575
R4053,intact,ppa_right_150,face,same,-0.07868
R4053,intact,ppa_right_150,face,diff,-0.05392
R4053,intact,ppa_right_150,house,same,1.25
R4053,intact,ppa_right_150,house,diff,1.426
R4053,intact,ppa_right_23,face,same,0.0612
R4053,intact,ppa_right_23,face,diff,0.1041
R4053,intact,ppa_right_23,house,same,0.7598
R4053,intact,ppa_right_23,house,diff,0.855
R4053,intact,ppa_right_31,face,same,0.03679
R4053,intact,ppa_right_31,face,diff,0.06514
R4053,intact,ppa_right_31,house,same,0.9048
R4053,intact,ppa_right_31,house,diff,1.031
R4053,intact,ppa_right_50,face,same,-0.2549
R4053,intact,ppa_right_50,face,diff,-0.2324
R4053,intact,ppa_right_50,house,same,1.642
R4053,intact,ppa_right_50,house,diff,1.83
R4053,intact,psts_24_bilat,face,same,-0.1508
R4053,intact,psts_24_bilat,face,diff,-0.0893
R4053,intact,psts_24_bilat,house,same,-0.3535
R4053,intact,psts_24_bilat,house,diff,-0.307
R4053,intact,rsc_24_bilat,face,same,-0.02526
R4053,intact,rsc_24_bilat,face,diff,-0.2677
R4053,intact,rsc_24_bilat,house,same,0.07472
R4053,intact,rsc_24_bilat,house,diff,-0.04553
R4053,intact,ventral_stream,face,same,-0.01713
R4053,intact,ventral_stream,face,diff,0.07131
R4053,intact,ventral_stream,house,same,0.1235
R4053,intact,ventral_stream,house,diff,0.2213
R4053,intact,ventral_stream_sub_V1V4,face,same,-0.005669
R4053,intact,ventral_stream_sub_V1V4,face,diff,0.08043
R4053,intact,ventral_stream_sub_V1V4,house,same,0.1372
R4053,intact,ventral_stream_sub_V1V4,house,diff,0.2425
R4090,global,IPS0,face,same,-0.1673
R4090,global,IPS0,face,diff,-0.1512
R4090,global,IPS0,house,same,-0.1337
R4090,global,IPS0,house,diff,0.06279
R4090,global,IPS1,face,same,-0.1924
R4090,global,IPS1,face,diff,-0.2054
R4090,global,IPS1,house,same,-0.1066
R4090,global,IPS1,house,diff,0.00409
R4090,global,IPS2,face,same,-0.5933
R4090,global,IPS2,face,diff,-0.536
R4090,global,IPS2,house,same,-0.3868
R4090,global,IPS2,house,diff,-0.3759
R4090,global,IPS3,face,same,-0.6885
R4090,global,IPS3,face,diff,-0.6486
R4090,global,IPS3,house,same,-0.5493
R4090,global,IPS3,house,diff,-0.5761
R4090,global,IPS4,face,same,-0.5809
R4090,global,IPS4,face,diff,-0.5683
R4090,global,IPS4,house,same,-0.5125
R4090,global,IPS4,house,diff,-0.4925
R4090,global,IPS5,face,same,-0.5317
R4090,global,IPS5,face,diff,-0.5103
R4090,global,IPS5,house,same,-0.5223
R4090,global,IPS5,house,diff,-0.405
R4090,global,LO1,face,same,0.3627
R4090,global,LO1,face,diff,0.4277
R4090,global,LO1,house,same,0.5625
R4090,global,LO1,house,diff,0.8019
R4090,global,LO2,face,same,-0.09146
R4090,global,LO2,face,diff,-0.1037
R4090,global,LO2,house,same,-0.009879
R4090,global,LO2,house,diff,0.1464
R4090,global,MST,face,same,0.01118
R4090,global,MST,face,diff,0.06959
R4090,global,MST,house,same,0.05563
R4090,global,MST,house,diff,0.1593
R4090,global,PHC1,face,same,-0.1911
R4090,global,PHC1,face,diff,-0.1851
R4090,global,PHC1,house,same,-0.1615
R4090,global,PHC1,house,diff,-0.01502
R4090,global,PHC2,face,same,-0.1485
R4090,global,PHC2,face,diff,-0.1341
R4090,global,PHC2,house,same,-0.1374
R4090,global,PHC2,house,diff,-0.0347
R4090,global,SPL1,face,same,-0.7855
R4090,global,SPL1,face,diff,-0.7438
R4090,global,SPL1,house,same,-0.6413
R4090,global,SPL1,house,diff,-0.8208
R4090,global,V1,face,same,2.669
R4090,global,V1,face,diff,2.764
R4090,global,V1,house,same,2.925
R4090,global,V1,house,diff,3.186
R4090,global,V1-V3,face,same,2.472
R4090,global,V1-V3,face,diff,2.503
R4090,global,V1-V3,house,same,2.648
R4090,global,V1-V3,house,diff,2.959
R4090,global,V1-V4,face,same,2.371
R4090,global,V1-V4,face,diff,2.396
R4090,global,V1-V4,house,same,2.544
R4090,global,V1-V4,house,diff,2.844
R4090,global,V1d,face,same,2.79
R4090,global,V1d,face,diff,2.834
R4090,global,V1d,house,same,2.947
R4090,global,V1d,house,diff,3.258
R4090,global,V1v,face,same,2.401
R4090,global,V1v,face,diff,2.537
R4090,global,V1v,house,same,2.725
R4090,global,V1v,house,diff,2.944
R4090,global,V2,face,same,2.072
R4090,global,V2,face,diff,2.088
R4090,global,V2,house,same,2.193
R4090,global,V2,house,diff,2.461
R4090,global,V2d,face,same,2.152
R4090,global,V2d,face,diff,2.155
R4090,global,V2d,house,same,2.202
R4090,global,V2d,house,diff,2.542
R4090,global,V2v,face,same,1.992
R4090,global,V2v,face,diff,2.02
R4090,global,V2v,house,same,2.185
R4090,global,V2v,house,diff,2.379
R4090,global,V3,face,same,1.491
R4090,global,V3,face,diff,1.489
R4090,global,V3,house,same,1.607
R4090,global,V3,house,diff,1.939
R4090,global,V3a,face,same,-0.1369
R4090,global,V3a,face,diff,-0.1865
R4090,global,V3a,house,same,-0.2274
R4090,global,V3a,house,diff,-0.01131
R4090,global,V3b,face,same,0.1958
R4090,global,V3b,face,diff,0.2491
R4090,global,V3b,house,same,0.283
R4090,global,V3b,house,diff,0.434
R4090,global,V3d,face,same,1.77
R4090,global,V3d,face,diff,1.811
R4090,global,V3d,house,same,1.898
R4090,global,V3d,house,diff,2.39
R4090,global,V3v,face,same,1.178
R4090,global,V3v,face,diff,1.128
R4090,global,V3v,house,same,1.279
R4090,global,V3v,house,diff,1.432
R4090,global,VO1,face,same,0.3816
R4090,global,VO1,face,diff,0.4062
R4090,global,VO1,house,same,0.5005
R4090,global,VO1,house,diff,0.6408
R4090,global,VO2,face,same,-0.06765
R4090,global,VO2,face,diff,-0.0557
R4090,global,VO2,house,same,0.007502
R4090,global,VO2,house,diff,0.1895
R4090,global,all_regions,face,same,1.355
R4090,global,all_regions,face,diff,1.372
R4090,global,all_regions,house,same,1.478
R4090,global,all_regions,house,diff,1.72
R4090,global,ffa_24_bilat,face,same,0.06664
R4090,global,ffa_24_bilat,face,diff,0.1184
R4090,global,ffa_24_bilat,house,same,0.1462
R4090,global,ffa_24_bilat,house,diff,0.2732
R4090,global,ffa_24_left,face,same,-0.02062
R4090,global,ffa_24_left,face,diff,0.1127
R4090,global,ffa_24_left,house,same,0.1318
R4090,global,ffa_24_left,house,diff,0.1585
R4090,global,ffa_24_right,face,same,0.1497
R4090,global,ffa_24_right,face,diff,0.1238
R4090,global,ffa_24_right,house,same,0.1599
R4090,global,ffa_24_right,house,diff,0.3824
R4090,global,ffa_31_bilat,face,same,0.0843
R4090,global,ffa_31_bilat,face,diff,0.1485
R4090,global,ffa_31_bilat,house,same,0.1613
R4090,global,ffa_31_bilat,house,diff,0.2903
R4090,global,ffa_31_left,face,same,-0.006882
R4090,global,ffa_31_left,face,diff,0.1277
R4090,global,ffa_31_left,house,same,0.143
R4090,global,ffa_31_left,house,diff,0.1735
R4090,global,ffa_31_right,face,same,0.1606
R4090,global,ffa_31_right,face,diff,0.1659
R4090,global,ffa_31_right,house,same,0.1767
R4090,global,ffa_31_right,house,diff,0.3881
R4090,global,ffa_38_bilat,face,same,0.1612
R4090,global,ffa_38_bilat,face,diff,0.1881
R4090,global,ffa_38_bilat,house,same,0.1964
R4090,global,ffa_38_bilat,house,diff,0.3768
R4090,global,ffa_38_left,face,same,0.1965
R4090,global,ffa_38_left,face,diff,0.154
R4090,global,ffa_38_left,house,same,0.1352
R4090,global,ffa_38_left,house,diff,0.1413
R4090,global,ffa_38_right,face,same,0.1607
R4090,global,ffa_38_right,face,diff,0.1885
R4090,global,ffa_38_right,house,same,0.1973
R4090,global,ffa_38_right,house,diff,0.3801
R4090,global,ffa_left_100,face,same,0.2635
R4090,global,ffa_left_100,face,diff,0.3221
R4090,global,ffa_left_100,house,same,0.2679
R4090,global,ffa_left_100,house,diff,0.5098
R4090,global,ffa_left_150,face,same,0.2635
R4090,global,ffa_left_150,face,diff,0.3221
R4090,global,ffa_left_150,house,same,0.2679
R4090,global,ffa_left_150,house,diff,0.5098
R4090,global,ffa_left_23,face,same,0.2635
R4090,global,ffa_left_23,face,diff,0.3221
R4090,global,ffa_left_23,house,same,0.2679
R4090,global,ffa_left_23,house,diff,0.5098
R4090,global,ffa_left_31,face,same,0.2723
R4090,global,ffa_left_31,face,diff,0.3481
R4090,global,ffa_left_31,house,same,0.2847
R4090,global,ffa_left_31,house,diff,0.5221
R4090,global,ffa_left_50,face,same,0.2635
R4090,global,ffa_left_50,face,diff,0.3221
R4090,global,ffa_left_50,house,same,0.2679
R4090,global,ffa_left_50,house,diff,0.5098
R4090,global,ffa_right_100,face,same,0.1125
R4090,global,ffa_right_100,face,diff,0.1298
R4090,global,ffa_right_100,house,same,0.1328
R4090,global,ffa_right_100,house,diff,0.2648
R4090,global,ffa_right_150,face,same,0.1125
R4090,global,ffa_right_150,face,diff,0.1298
R4090,global,ffa_right_150,house,same,0.1328
R4090,global,ffa_right_150,house,diff,0.2648
R4090,global,ffa_right_23,face,same,0.1125
R4090,global,ffa_right_23,face,diff,0.1298
R4090,global,ffa_right_23,house,same,0.1328
R4090,global,ffa_right_23,house,diff,0.2648
R4090,global,ffa_right_31,face,same,0.02258
R4090,global,ffa_right_31,face,diff,0.09395
R4090,global,ffa_right_31,house,same,0.1074
R4090,global,ffa_right_31,house,diff,0.2073
R4090,global,ffa_right_50,face,same,0.09151
R4090,global,ffa_right_50,face,diff,0.1244
R4090,global,ffa_right_50,house,same,0.1334
R4090,global,ffa_right_50,house,diff,0.2476
R4090,global,hMT,face,same,-0.334
R4090,global,hMT,face,diff,-0.2868
R4090,global,hMT,house,same,-0.2721
R4090,global,hMT,house,diff,-0.1524
R4090,global,hV4,face,same,1.02
R4090,global,hV4,face,diff,0.9755
R4090,global,hV4,house,same,1.153
R4090,global,hV4,house,diff,1.33
R4090,global,ofa_24_bilat,face,same,0.0427
R4090,global,ofa_24_bilat,face,diff,0.054
R4090,global,ofa_24_bilat,house,same,0.04199
R4090,global,ofa_24_bilat,house,diff,0.166
R4090,global,ofa_right_100,face,same,-0.2218
R4090,global,ofa_right_100,face,diff,-0.1507
R4090,global,ofa_right_100,house,same,-0.1144
R4090,global,ofa_right_100,house,diff,-0.1574
R4090,global,opa_24_bilat,face,same,1.02
R4090,global,opa_24_bilat,face,diff,1.038
R4090,global,opa_24_bilat,house,same,1.149
R4090,global,opa_24_bilat,house,diff,1.35
R4090,global,opa_left_100,face,same,0.2629
R4090,global,opa_left_100,face,diff,0.2803
R4090,global,opa_left_100,house,same,0.3892
R4090,global,opa_left_100,house,diff,0.585
R4090,global,opa_right_100,face,same,0.3709
R4090,global,opa_right_100,face,diff,0.4654
R4090,global,opa_right_100,house,same,0.6957
